,Age,Expressions,Gender,Illumination,Img,Makeup,Occlusion,Pose,Unnamed: 0
1048,OLD,HAPPINESS,FEMALE,MEDIUM,10007661.jpg,PARTIAL,GLASSES,DOWN,247.0
1049,CHILD,HAPPINESS,MALE,BAD,10007662.jpg,"PARTIAL
",NONE,RIGHT,0.0
1050,YOUNG,NEUTRAL,MALE,BAD,10007663.jpg,"PARTIAL
",NONE,LEFT,1.0
1051,YOUNG,NEUTRAL,MALE,MEDIUM,10007664.jpg,"PARTIAL
",NONE,LEFT,2.0
1052,YOUNG,NEUTRAL,MALE,MEDIUM,10007665.jpg,"PARTIAL
",GLASSES,RIGHT,3.0
1053,YOUNG,NEUTRAL,MALE,MEDIUM,10007666.jpg,"PARTIAL
",GLASSES,FRONTAL,4.0
1054,YOUNG,NEUTRAL,MALE,MEDIUM,10007667.jpg,"PARTIAL
",GLASSES,RIGHT,5.0
1055,YOUNG,NEUTRAL,MALE,MEDIUM,10007668.jpg,"PARTIAL
",GLASSES,RIGHT,6.0
1056,YOUNG,NEUTRAL,MALE,MEDIUM,10007669.jpg,"PARTIAL
",GLASSES,FRONTAL,7.0
1057,YOUNG,NEUTRAL,MALE,MEDIUM,10007670.jpg,"PARTIAL
",GLASSES,RIGHT,8.0
1058,YOUNG,NEUTRAL,MALE,MEDIUM,10007671.jpg,"PARTIAL
",GLASSES,RIGHT,9.0
1059,YOUNG,DISGUST,MALE,BAD,10007672.jpg,"PARTIAL
",NONE,FRONTAL,10.0
1060,YOUNG,DISGUST,MALE,BAD,10007673.jpg,"PARTIAL
",NONE,LEFT,11.0
1061,YOUNG,DISGUST,MALE,BAD,10007674.jpg,"PARTIAL
",NONE,UP,12.0
1062,YOUNG,DISGUST,MALE,BAD,10007675.jpg,"PARTIAL
",NONE,LEFT,13.0
1063,YOUNG,DISGUST,MALE,BAD,10007676.jpg,"PARTIAL
",NONE,LEFT,14.0
1064,YOUNG,DISGUST,MALE,BAD,10007677.jpg,"PARTIAL
",NONE,FRONTAL,15.0
1065,YOUNG,DISGUST,MALE,MEDIUM,10007678.jpg,"PARTIAL
",NONE,RIGHT,16.0
1066,YOUNG,DISGUST,MALE,MEDIUM,10007679.jpg,"PARTIAL
",HAND,FRONTAL,17.0
1067,YOUNG,DISGUST,MALE,MEDIUM,10007680.jpg,"PARTIAL
",HAND,LEFT,18.0
1068,YOUNG,DISGUST,MALE,BAD,10007681.jpg,"PARTIAL
",GLASSES,FRONTAL,19.0
1069,YOUNG,DISGUST,MALE,BAD,10007682.jpg,"PARTIAL
",GLASSES,FRONTAL,20.0
1070,YOUNG,DISGUST,MALE,BAD,10007683.jpg,"PARTIAL
",NONE,RIGHT,21.0
1071,YOUNG,DISGUST,MALE,BAD,10007684.jpg,"PARTIAL
",GLASSES,LEFT,22.0
1072,YOUNG,DISGUST,MALE,BAD,10007685.jpg,"PARTIAL
",GLASSES,LEFT,23.0
1073,YOUNG,DISGUST,MALE,BAD,10007686.jpg,"PARTIAL
",GLASSES,LEFT,24.0
1074,YOUNG,DISGUST,MALE,BAD,10007687.jpg,"PARTIAL
",GLASSES,LEFT,25.0
1075,YOUNG,DISGUST,MALE,BAD,10007688.jpg,"PARTIAL
",NONE,RIGHT,26.0
1076,YOUNG,DISGUST,MALE,BAD,10007689.jpg,"PARTIAL
",NONE,FRONTAL,27.0
1077,YOUNG,HAPPINESS,MALE,BAD,10007690.jpg,"PARTIAL
",NONE,RIGHT,28.0
1078,YOUNG,HAPPINESS,MALE,BAD,10007691.jpg,"PARTIAL
",HAND,FRONTAL,29.0
1079,YOUNG,HAPPINESS,MALE,BAD,10007692.jpg,"PARTIAL
",HAND,LEFT,30.0
1080,YOUNG,HAPPINESS,MALE,BAD,10007693.jpg,"PARTIAL
",HAND,RIGHT,31.0
1081,YOUNG,HAPPINESS,MALE,BAD,10007694.jpg,"PARTIAL
",HAND,RIGHT,32.0
1082,YOUNG,NEUTRAL,MALE,BAD,10007695.jpg,"PARTIAL
",OTHERS,LEFT,33.0
1083,YOUNG,NEUTRAL,MALE,BAD,10007696.jpg,"PARTIAL
",OTHERS,FRONTAL,34.0
1084,YOUNG,HAPPINESS,MALE,BAD,10007697.jpg,"PARTIAL
",NONE,FRONTAL,35.0
1085,YOUNG,NEUTRAL,MALE,BAD,10007698.jpg,"PARTIAL
",NONE,FRONTAL,36.0
1086,YOUNG,NEUTRAL,MALE,BAD,10007699.jpg,"PARTIAL
",NONE,LEFT,37.0
1087,YOUNG,HAPPINESS,MALE,MEDIUM,10007700.jpg,"PARTIAL
",NONE,FRONTAL,38.0
1088,YOUNG,HAPPINESS,MALE,MEDIUM,10007701.jpg,"PARTIAL
",NONE,FRONTAL,39.0
1089,YOUNG,HAPPINESS,MALE,MEDIUM,10007702.jpg,"PARTIAL
",GLASSES,FRONTAL,40.0
1090,YOUNG,NEUTRAL,MALE,MEDIUM,10007703.jpg,"PARTIAL
",GLASSES,LEFT,41.0
1091,YOUNG,HAPPINESS,MALE,MEDIUM,10007704.jpg,"PARTIAL
",GLASSES,LEFT,42.0
1092,YOUNG,HAPPINESS,MALE,MEDIUM,10007705.jpg,"PARTIAL
",NONE,FRONTAL,43.0
1093,YOUNG,NEUTRAL,MALE,BAD,10007706.jpg,"PARTIAL
",NONE,RIGHT,44.0
1094,YOUNG,HAPPINESS,MALE,BAD,10007707.jpg,"PARTIAL
",GLASSES,RIGHT,45.0
1095,YOUNG,HAPPINESS,MALE,BAD,10007708.jpg,"PARTIAL
",GLASSES,UP,46.0
1096,YOUNG,NEUTRAL,MALE,BAD,10007709.jpg,"PARTIAL
",GLASSES,LEFT,47.0
1097,YOUNG,NEUTRAL,MALE,BAD,10007710.jpg,"PARTIAL
",GLASSES,FRONTAL,48.0
1098,YOUNG,NEUTRAL,MALE,BAD,10007711.jpg,"PARTIAL
",NONE,RIGHT,49.0
1099,YOUNG,HAPPINESS,MALE,BAD,10007712.jpg,"PARTIAL
",NONE,UP,50.0
1100,YOUNG,HAPPINESS,MALE,BAD,10007713.jpg,"PARTIAL
",GLASSES,FRONTAL,51.0
1101,YOUNG,SURPRISE,MALE,BAD,10007714.jpg,"PARTIAL
",GLASSES,FRONTAL,52.0
1102,YOUNG,SURPRISE,MALE,BAD,10007715.jpg,"PARTIAL
",GLASSES,LEFT,53.0
1103,YOUNG,HAPPINESS,MALE,BAD,10007716.jpg,"PARTIAL
",GLASSES,FRONTAL,54.0
1104,YOUNG,HAPPINESS,MALE,BAD,10007717.jpg,"PARTIAL
",GLASSES,FRONTAL,55.0
1105,YOUNG,HAPPINESS,MALE,BAD,10007718.jpg,"PARTIAL
",GLASSES,FRONTAL,56.0
1106,YOUNG,HAPPINESS,MALE,BAD,10007719.jpg,"PARTIAL
",GLASSES,RIGHT,57.0
1107,YOUNG,HAPPINESS,MALE,BAD,10007720.jpg,"PARTIAL
",GLASSES,FRONTAL,58.0
1108,YOUNG,HAPPINESS,MALE,BAD,10007721.jpg,"PARTIAL
",GLASSES,FRONTAL,59.0
1109,YOUNG,HAPPINESS,MALE,BAD,10007722.jpg,"PARTIAL
",GLASSES,FRONTAL,60.0
1110,YOUNG,HAPPINESS,MALE,BAD,10007723.jpg,"PARTIAL
",GLASSES,FRONTAL,61.0
1111,YOUNG,HAPPINESS,MALE,BAD,10007724.jpg,"PARTIAL
",GLASSES,LEFT,62.0
1112,YOUNG,NEUTRAL,MALE,BAD,10007725.jpg,"PARTIAL
",GLASSES,LEFT,63.0
1113,YOUNG,NEUTRAL,MALE,BAD,10007726.jpg,"PARTIAL
",GLASSES,RIGHT,64.0
1114,YOUNG,NEUTRAL,MALE,BAD,10007727.jpg,"PARTIAL
",NONE,RIGHT,65.0
1115,YOUNG,NEUTRAL,MALE,MEDIUM,10007728.jpg,"PARTIAL
",NONE,LEFT,66.0
1116,YOUNG,NEUTRAL,MALE,MEDIUM,10007729.jpg,"PARTIAL
",NONE,LEFT,67.0
1117,YOUNG,NEUTRAL,MALE,MEDIUM,10007730.jpg,"PARTIAL
",NONE,FRONTAL,68.0
1118,YOUNG,NEUTRAL,MALE,MEDIUM,10007731.jpg,"PARTIAL
",NONE,RIGHT,69.0
1119,YOUNG,NEUTRAL,MALE,MEDIUM,10007732.jpg,"PARTIAL
",NONE,FRONTAL,70.0
1120,YOUNG,NEUTRAL,MALE,MEDIUM,10007733.jpg,"PARTIAL
",NONE,RIGHT,71.0
1121,YOUNG,NEUTRAL,MALE,BAD,10007734.jpg,"PARTIAL
",NONE,FRONTAL,72.0
1122,YOUNG,NEUTRAL,MALE,BAD,10007735.jpg,"PARTIAL
",NONE,FRONTAL,73.0
1123,YOUNG,HAPPINESS,MALE,BAD,10007736.jpg,"PARTIAL
",NONE,LEFT,74.0
1124,YOUNG,HAPPINESS,MALE,BAD,10007737.jpg,"PARTIAL
",NONE,FRONTAL,75.0
1125,YOUNG,SADNESS,MALE,BAD,10007738.jpg,"PARTIAL
",NONE,RIGHT,76.0
1126,YOUNG,SADNESS,MALE,BAD,10007739.jpg,"PARTIAL
",NONE,DOWN,77.0
1127,YOUNG,SADNESS,MALE,BAD,10007740.jpg,"PARTIAL
",NONE,DOWN,78.0
1128,YOUNG,SADNESS,MALE,BAD,10007741.jpg,"PARTIAL
",NONE,DOWN,79.0
1129,YOUNG,SADNESS,MALE,BAD,10007742.jpg,"PARTIAL
",NONE,FRONTAL,80.0
1130,YOUNG,SADNESS,MALE,BAD,10007743.jpg,"PARTIAL
",NONE,FRONTAL,81.0
1131,YOUNG,HAPPINESS,MALE,BAD,10007744.jpg,"PARTIAL
",NONE,LEFT,82.0
1132,YOUNG,SADNESS,MALE,BAD,10007745.jpg,"PARTIAL
",NONE,LEFT,83.0
1133,YOUNG,NEUTRAL,MALE,BAD,10007746.jpg,"PARTIAL
",NONE,LEFT,84.0
1134,YOUNG,NEUTRAL,MALE,BAD,10007747.jpg,"PARTIAL
",NONE,LEFT,85.0
1135,YOUNG,NEUTRAL,MALE,BAD,10007748.jpg,"PARTIAL
",NONE,LEFT,86.0
1136,YOUNG,NEUTRAL,MALE,BAD,10007749.jpg,"PARTIAL
",NONE,RIGHT,87.0
1137,YOUNG,NEUTRAL,MALE,BAD,10007750.jpg,"PARTIAL
",NONE,RIGHT,88.0
1138,YOUNG,NEUTRAL,MALE,BAD,10007751.jpg,"PARTIAL
",NONE,FRONTAL,89.0
1139,YOUNG,SURPRISE,MALE,BAD,10007752.jpg,"PARTIAL
",NONE,LEFT,90.0
1140,YOUNG,SURPRISE,MALE,BAD,10007753.jpg,"PARTIAL
",NONE,RIGHT,91.0
1141,YOUNG,HAPPINESS,MALE,MEDIUM,10007754.jpg,"PARTIAL
",NONE,LEFT,92.0
1142,YOUNG,HAPPINESS,MALE,MEDIUM,10007755.jpg,"PARTIAL
",NONE,FRONTAL,93.0
1143,YOUNG,HAPPINESS,MALE,MEDIUM,10007756.jpg,"PARTIAL
",NONE,RIGHT,94.0
1144,YOUNG,HAPPINESS,MALE,MEDIUM,10007757.jpg,"PARTIAL
",NONE,RIGHT,95.0
1145,YOUNG,HAPPINESS,MALE,MEDIUM,10007758.jpg,"PARTIAL
",NONE,RIGHT,96.0
1146,YOUNG,NEUTRAL,MALE,MEDIUM,10007759.jpg,"PARTIAL
",NONE,LEFT,97.0
1147,YOUNG,NEUTRAL,MALE,BAD,10007760.jpg,"PARTIAL
",NONE,LEFT,98.0
1148,YOUNG,NEUTRAL,MALE,MEDIUM,10007761.jpg,"PARTIAL
",NONE,LEFT,99.0
1149,YOUNG,HAPPINESS,MALE,MEDIUM,10007762.jpg,"PARTIAL
",NONE,LEFT,100.0
1150,YOUNG,HAPPINESS,MALE,BAD,10007763.jpg,"PARTIAL
",NONE,FRONTAL,101.0
1151,YOUNG,HAPPINESS,MALE,MEDIUM,10007764.jpg,"PARTIAL
",NONE,FRONTAL,102.0
1152,YOUNG,HAPPINESS,MALE,MEDIUM,10007765.jpg,"PARTIAL
",NONE,LEFT,103.0
1153,YOUNG,HAPPINESS,MALE,BAD,10007766.jpg,"PARTIAL
",NONE,FRONTAL,104.0
1154,YOUNG,SURPRISE,MALE,BAD,10007767.jpg,"PARTIAL
",NONE,FRONTAL,105.0
1155,YOUNG,HAPPINESS,MALE,BAD,10007768.jpg,"PARTIAL
",NONE,FRONTAL,106.0
1156,YOUNG,HAPPINESS,MALE,BAD,10007769.jpg,"PARTIAL
",NONE,RIGHT,107.0
1157,YOUNG,HAPPINESS,MALE,BAD,10007770.jpg,"PARTIAL
",HAND,RIGHT,108.0
1158,YOUNG,HAPPINESS,MALE,BAD,10007771.jpg,"PARTIAL
",HAND,RIGHT,109.0
1159,YOUNG,HAPPINESS,MALE,BAD,10007772.jpg,"PARTIAL
",HAND,RIGHT,110.0
1160,YOUNG,HAPPINESS,MALE,BAD,10007773.jpg,"PARTIAL
",HAND,DOWN,111.0
1161,YOUNG,HAPPINESS,MALE,MEDIUM,10007774.jpg,"PARTIAL
",NONE,LEFT,112.0
1162,YOUNG,HAPPINESS,MALE,HIGH,10007775.jpg,"PARTIAL
",NONE,FRONTAL,113.0
1163,YOUNG,SADNESS,MALE,MEDIUM,10007776.jpg,"PARTIAL
",NONE,FRONTAL,114.0
1164,YOUNG,HAPPINESS,MALE,MEDIUM,10007777.jpg,"PARTIAL
",NONE,RIGHT,115.0
1165,YOUNG,NEUTRAL,MALE,BAD,10007778.jpg,"PARTIAL
",NONE,DOWN,116.0
1166,YOUNG,NEUTRAL,MALE,BAD,10007779.jpg,"PARTIAL
",NONE,FRONTAL,117.0
1167,YOUNG,NEUTRAL,MALE,BAD,10007780.jpg,"PARTIAL
",NONE,LEFT,118.0
1168,YOUNG,HAPPINESS,MALE,BAD,10007781.jpg,"PARTIAL
",NONE,LEFT,119.0
1169,YOUNG,HAPPINESS,MALE,BAD,10007782.jpg,"PARTIAL
",NONE,LEFT,120.0
1170,YOUNG,HAPPINESS,MALE,BAD,10007783.jpg,"PARTIAL
",GLASSES,RIGHT,121.0
1171,YOUNG,HAPPINESS,MALE,BAD,10007784.jpg,"PARTIAL
",GLASSES,LEFT,122.0
1172,YOUNG,HAPPINESS,MALE,BAD,10007785.jpg,"PARTIAL
",GLASSES,RIGHT,123.0
1173,YOUNG,HAPPINESS,MALE,BAD,10007786.jpg,"PARTIAL
",GLASSES,RIGHT,124.0
1174,YOUNG,HAPPINESS,MALE,BAD,10007787.jpg,"PARTIAL
",NONE,LEFT,125.0
1175,YOUNG,HAPPINESS,MALE,BAD,10007788.jpg,"PARTIAL
",NONE,RIGHT,126.0
1176,YOUNG,HAPPINESS,MALE,BAD,10007789.jpg,"PARTIAL
",NONE,RIGHT,127.0
1177,YOUNG,HAPPINESS,MALE,MEDIUM,10007790.jpg,"PARTIAL
",NONE,FRONTAL,128.0
1178,YOUNG,HAPPINESS,MALE,MEDIUM,10007791.jpg,"PARTIAL
",OTHERS,FRONTAL,129.0
1179,YOUNG,SADNESS,MALE,BAD,10007792.jpg,"PARTIAL
",OTHERS,FRONTAL,130.0
1180,YOUNG,SADNESS,MALE,BAD,10007793.jpg,"PARTIAL
",OTHERS,LEFT,131.0
1181,YOUNG,SADNESS,MALE,BAD,10007794.jpg,"PARTIAL
",OTHERS,LEFT,132.0
1182,YOUNG,SADNESS,MALE,BAD,10007795.jpg,"PARTIAL
",OTHERS,LEFT,133.0
1183,YOUNG,SADNESS,MALE,BAD,10007796.jpg,"PARTIAL
",OTHERS,LEFT,134.0
1184,YOUNG,NEUTRAL,MALE,BAD,10007797.jpg,"PARTIAL
",OTHERS,FRONTAL,135.0
1185,YOUNG,NEUTRAL,MALE,BAD,10007798.jpg,"PARTIAL
",OTHERS,LEFT,136.0
1186,YOUNG,NEUTRAL,MALE,BAD,10007799.jpg,"PARTIAL
",OTHERS,RIGHT,137.0
1187,YOUNG,HAPPINESS,MALE,BAD,10007800.jpg,"PARTIAL
",OTHERS,DOWN,138.0
1188,YOUNG,HAPPINESS,MALE,BAD,10007801.jpg,"PARTIAL
",OTHERS,DOWN,139.0
1189,YOUNG,HAPPINESS,MALE,BAD,10007802.jpg,"PARTIAL
",OTHERS,DOWN,140.0
1190,YOUNG,HAPPINESS,MALE,BAD,10007803.jpg,"PARTIAL
",OTHERS,DOWN,141.0
1191,YOUNG,SADNESS,MALE,BAD,10007804.jpg,"PARTIAL
",OTHERS,LEFT,142.0
1192,YOUNG,HAPPINESS,MALE,BAD,10007805.jpg,"PARTIAL
",NONE,LEFT,143.0
1193,YOUNG,SADNESS,MALE,BAD,10007806.jpg,"PARTIAL
",NONE,FRONTAL,144.0
1194,YOUNG,SADNESS,MALE,BAD,10007807.jpg,"PARTIAL
",NONE,LEFT,145.0
1195,YOUNG,HAPPINESS,MALE,MEDIUM,10007808.jpg,"PARTIAL
",NONE,FRONTAL,146.0
1196,YOUNG,HAPPINESS,MALE,MEDIUM,10007809.jpg,"PARTIAL
",HAND,FRONTAL,147.0
1197,YOUNG,HAPPINESS,MALE,MEDIUM,10007810.jpg,"PARTIAL
",NONE,LEFT,148.0
1198,YOUNG,HAPPINESS,MALE,MEDIUM,10007811.jpg,"PARTIAL
",NONE,LEFT,149.0
1199,YOUNG,NEUTRAL,MALE,MEDIUM,10007812.jpg,"PARTIAL
",NONE,LEFT,150.0
1200,YOUNG,NEUTRAL,MALE,MEDIUM,10007813.jpg,"PARTIAL
",NONE,FRONTAL,151.0
1201,YOUNG,HAPPINESS,MALE,MEDIUM,10007814.jpg,"PARTIAL
",NONE,FRONTAL,152.0
1202,YOUNG,HAPPINESS,MALE,MEDIUM,10007815.jpg,"PARTIAL
",NONE,RIGHT,153.0
1203,YOUNG,SADNESS,MALE,MEDIUM,10007816.jpg,"PARTIAL
",NONE,RIGHT,154.0
1204,YOUNG,SADNESS,MALE,MEDIUM,10007817.jpg,"PARTIAL
",NONE,RIGHT,155.0
1205,YOUNG,SADNESS,MALE,MEDIUM,10007818.jpg,"PARTIAL
",NONE,RIGHT,156.0
1206,YOUNG,HAPPINESS,MALE,MEDIUM,10007819.jpg,"PARTIAL
",NONE,FRONTAL,157.0
1207,YOUNG,HAPPINESS,MALE,MEDIUM,10007820.jpg,"PARTIAL
",NONE,RIGHT,158.0
1208,YOUNG,HAPPINESS,MALE,BAD,10007821.jpg,"PARTIAL
",NONE,RIGHT,159.0
1209,YOUNG,HAPPINESS,MALE,BAD,10007822.jpg,"PARTIAL
",NONE,RIGHT,160.0
1210,YOUNG,HAPPINESS,MALE,BAD,10007823.jpg,"PARTIAL
",NONE,LEFT,161.0
1211,YOUNG,HAPPINESS,MALE,BAD,10007824.jpg,"PARTIAL
",NONE,LEFT,162.0
1212,YOUNG,HAPPINESS,MALE,BAD,10007825.jpg,"PARTIAL
",NONE,RIGHT,163.0
1213,YOUNG,HAPPINESS,MALE,BAD,10007826.jpg,"PARTIAL
",NONE,LEFT,164.0
1214,YOUNG,HAPPINESS,MALE,BAD,10007827.jpg,"PARTIAL
",NONE,LEFT,165.0
1215,YOUNG,HAPPINESS,MALE,BAD,10007828.jpg,"PARTIAL
",NONE,RIGHT,166.0
1216,YOUNG,HAPPINESS,MALE,BAD,10007829.jpg,"PARTIAL
",NONE,FRONTAL,167.0
1217,YOUNG,HAPPINESS,MALE,BAD,10007830.jpg,"PARTIAL
",NONE,FRONTAL,168.0
1218,YOUNG,HAPPINESS,MALE,BAD,10007831.jpg,"PARTIAL
",GLASSES,LEFT,169.0
1219,YOUNG,HAPPINESS,MALE,BAD,10007832.jpg,"PARTIAL
",GLASSES,FRONTAL,170.0
1220,YOUNG,HAPPINESS,MALE,BAD,10007833.jpg,"PARTIAL
",GLASSES,FRONTAL,171.0
1221,YOUNG,HAPPINESS,MALE,BAD,10007834.jpg,"PARTIAL
",NONE,RIGHT,172.0
1222,YOUNG,HAPPINESS,MALE,BAD,10007835.jpg,"PARTIAL
",NONE,RIGHT,173.0
1223,YOUNG,HAPPINESS,MALE,BAD,10007836.jpg,"PARTIAL
",NONE,FRONTAL,174.0
1224,YOUNG,NEUTRAL,MALE,BAD,10007837.jpg,"PARTIAL
",GLASSES,FRONTAL,175.0
1225,YOUNG,NEUTRAL,MALE,BAD,10007838.jpg,"PARTIAL
",GLASSES,LEFT,176.0
1226,YOUNG,HAPPINESS,MALE,BAD,10007839.jpg,"PARTIAL
",GLASSES,LEFT,177.0
1227,YOUNG,HAPPINESS,MALE,BAD,10007840.jpg,"PARTIAL
",NONE,LEFT,178.0
1228,YOUNG,HAPPINESS,MALE,BAD,10007841.jpg,"PARTIAL
",NONE,LEFT,179.0
1229,YOUNG,HAPPINESS,MALE,BAD,10007842.jpg,"PARTIAL
",NONE,LEFT,180.0
1230,YOUNG,HAPPINESS,MALE,BAD,10007843.jpg,"PARTIAL
",NONE,LEFT,181.0
1231,YOUNG,HAPPINESS,MALE,BAD,10007844.jpg,"PARTIAL
",NONE,RIGHT,182.0
1232,YOUNG,HAPPINESS,MALE,BAD,10007845.jpg,"PARTIAL
",NONE,RIGHT,183.0
1233,YOUNG,HAPPINESS,MALE,BAD,10007846.jpg,"PARTIAL
",NONE,RIGHT,184.0
1234,YOUNG,NEUTRAL,MALE,BAD,10007847.jpg,"PARTIAL
",NONE,RIGHT,185.0
1235,YOUNG,NEUTRAL,MALE,BAD,10007848.jpg,"PARTIAL
",NONE,RIGHT,186.0
1236,YOUNG,NEUTRAL,MALE,BAD,10007849.jpg,"PARTIAL
",NONE,FRONTAL,187.0
1237,YOUNG,NEUTRAL,MALE,BAD,10007850.jpg,"PARTIAL
",NONE,DOWN,188.0
1238,YOUNG,NEUTRAL,MALE,BAD,10007851.jpg,"PARTIAL
",GLASSES,FRONTAL,189.0
1239,YOUNG,NEUTRAL,MALE,BAD,10007852.jpg,"PARTIAL
",GLASSES,RIGHT,190.0
1240,YOUNG,NEUTRAL,MALE,BAD,10007853.jpg,"PARTIAL
",NONE,RIGHT,191.0
1241,YOUNG,NEUTRAL,MALE,BAD,10007854.jpg,"PARTIAL
",GLASSES,RIGHT,192.0
1242,YOUNG,NEUTRAL,MALE,MEDIUM,10007855.jpg,"PARTIAL
",NONE,RIGHT,193.0
1243,YOUNG,NEUTRAL,MALE,MEDIUM,10007856.jpg,"PARTIAL
",NONE,RIGHT,194.0
1244,YOUNG,NEUTRAL,MALE,MEDIUM,10007857.jpg,"PARTIAL
",NONE,LEFT,195.0
1245,YOUNG,NEUTRAL,MALE,MEDIUM,10007858.jpg,"PARTIAL
",NONE,FRONTAL,196.0
1246,YOUNG,NEUTRAL,MALE,MEDIUM,10007859.jpg,PARTIAL,NONE,LEFT,197.0
1247,YOUNG,NEUTRAL,MALE,BAD,10007860.jpg,"PARTIAL
",HAND,FRONTAL,0.0
1248,YOUNG,HAPPINESS,MALE,BAD,10007861.jpg,"PARTIAL
",HAND,FRONTAL,1.0
1249,YOUNG,DISGUST,MALE,MEDIUM,10007862.jpg,"PARTIAL
",HAIR,LEFT,2.0
1250,YOUNG,NEUTRAL,MALE,MEDIUM,10007863.jpg,"PARTIAL
",GLASSES,RIGHT,3.0
1251,YOUNG,SURPRISE,MALE,MEDIUM,10007864.jpg,"PARTIAL
",GLASSES,RIGHT,4.0
1252,YOUNG,HAPPINESS,MALE,MEDIUM,10007865.jpg,"PARTIAL
",GLASSES,LEFT,5.0
1253,YOUNG,HAPPINESS,MALE,MEDIUM,10007866.jpg,"PARTIAL
",NONE,RIGHT,6.0
1254,YOUNG,NEUTRAL,MALE,MEDIUM,10007867.jpg,"PARTIAL
",GLASSES,RIGHT,7.0
1255,YOUNG,NEUTRAL,MALE,MEDIUM,10007868.jpg,"PARTIAL
",GLASSES,LEFT,8.0
1256,YOUNG,SADNESS,MALE,MEDIUM,10007869.jpg,"PARTIAL
",GLASSES,LEFT,9.0
1257,YOUNG,SURPRISE,MALE,MEDIUM,10007870.jpg,"PARTIAL
",GLASSES,LEFT,10.0
1258,YOUNG,HAPPINESS,MALE,BAD,10007871.jpg,"PARTIAL
",HAND,RIGHT,11.0
1259,YOUNG,SADNESS,MALE,BAD,10007872.jpg,"PARTIAL
",GLASSES,LEFT,12.0
1260,YOUNG,SADNESS,MALE,BAD,10007873.jpg,"PARTIAL
",NONE,DOWN,13.0
1261,YOUNG,DISGUST,MALE,BAD,10007874.jpg,"PARTIAL
",NONE,LEFT,14.0
1262,YOUNG,ANGER,MALE,MEDIUM,10007875.jpg,"PARTIAL
",NONE,LEFT,15.0
1263,YOUNG,DISGUST,MALE,MEDIUM,10007876.jpg,"PARTIAL
",NONE,RIGHT,16.0
1264,YOUNG,NEUTRAL,MALE,BAD,10007877.jpg,"PARTIAL
",NONE,LEFT,17.0
1265,YOUNG,SADNESS,MALE,BAD,10007878.jpg,"PARTIAL
",NONE,DOWN,18.0
1266,YOUNG,NEUTRAL,MALE,MEDIUM,10007879.jpg,"PARTIAL
",NONE,FRONTAL,19.0
1267,YOUNG,NEUTRAL,MALE,BAD,10007880.jpg,"PARTIAL
",NONE,FRONTAL,20.0
1268,YOUNG,NEUTRAL,MALE,MEDIUM,10007881.jpg,"PARTIAL
",HAND,LEFT,21.0
1269,YOUNG,NEUTRAL,MALE,MEDIUM,10007882.jpg,"PARTIAL
",NONE,RIGHT,22.0
1270,YOUNG,NEUTRAL,MALE,MEDIUM,10007883.jpg,"PARTIAL
",NONE,LEFT,23.0
1271,YOUNG,DISGUST,MALE,BAD,10007884.jpg,"PARTIAL
",BEARD,RIGHT,24.0
1272,YOUNG,NEUTRAL,MALE,BAD,10007885.jpg,"PARTIAL
",NONE,RIGHT,25.0
1273,YOUNG,NEUTRAL,MALE,BAD,10007886.jpg,"PARTIAL
",NONE,RIGHT,26.0
1274,YOUNG,HAPPINESS,MALE,BAD,10007887.jpg,"PARTIAL
",NONE,FRONTAL,27.0
1275,YOUNG,HAPPINESS,MALE,BAD,10007888.jpg,"PARTIAL
",NONE,LEFT,28.0
1276,YOUNG,HAPPINESS,MALE,BAD,10007889.jpg,"PARTIAL
",NONE,LEFT,29.0
1277,YOUNG,NEUTRAL,MALE,MEDIUM,10007890.jpg,"PARTIAL
",NONE,RIGHT,30.0
1278,YOUNG,HAPPINESS,MALE,BAD,10007891.jpg,"PARTIAL
",NONE,FRONTAL,31.0
1279,YOUNG,NEUTRAL,MALE,MEDIUM,10007892.jpg,"PARTIAL
",NONE,FRONTAL,32.0
1280,YOUNG,HAPPINESS,MALE,MEDIUM,10007893.jpg,"PARTIAL
",NONE,FRONTAL,33.0
1281,YOUNG,HAPPINESS,MALE,MEDIUM,10007894.jpg,"PARTIAL
",NONE,LEFT,34.0
1282,YOUNG,HAPPINESS,MALE,MEDIUM,10007895.jpg,"PARTIAL
",NONE,RIGHT,35.0
1283,YOUNG,DISGUST,MALE,MEDIUM,10007896.jpg,"PARTIAL
",NONE,RIGHT,36.0
1284,YOUNG,NEUTRAL,MALE,MEDIUM,10007897.jpg,"PARTIAL
",NONE,LEFT,37.0
1285,YOUNG,HAPPINESS,MALE,MEDIUM,10007898.jpg,"PARTIAL
",NONE,LEFT,38.0
1286,YOUNG,HAPPINESS,MALE,MEDIUM,10007899.jpg,"PARTIAL
",NONE,LEFT,39.0
1287,YOUNG,NEUTRAL,MALE,MEDIUM,10007900.jpg,"PARTIAL
",NONE,RIGHT,40.0
1288,YOUNG,SADNESS,MALE,BAD,10007901.jpg,"PARTIAL
",NONE,DOWN,41.0
1289,YOUNG,SADNESS,MALE,BAD,10007902.jpg,"PARTIAL
",HAIR,DOWN,42.0
1290,YOUNG,HAPPINESS,MALE,MEDIUM,10007903.jpg,"PARTIAL
",NONE,DOWN,43.0
1291,YOUNG,SADNESS,MALE,BAD,10007904.jpg,"PARTIAL
",HAIR,DOWN,44.0
